,Alimento,Descricao,Grupo,Calorias,Carboidratos,Proteinas,Gorduras,FonteDeCarboidratos,IG
2684,Game meat,"Game meat, water buffalo, roasted","Lamb, Veal and Game",131,0.0,26.83,1.8,0,45.0
2685,Game meat,"Game meat, whale, raw","Lamb, Veal and Game",110,0.0,26.5,0.5,0,45.0
2686,Lamb,"Lamb, brain, braised","Lamb, Veal and Game",145,0.0,12.55,10.17,0,
2687,Lamb,"Lamb, brain, pan-fried","Lamb, Veal and Game",273,0.0,16.97,22.19,0,
2688,Lamb,"Lamb, brain, raw","Lamb, Veal and Game",122,0.0,10.4,8.58,0,
2689,Lamb,"Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",243,0.0,20.352999999999998,7.861000000000001,0,
2690,Lamb,"Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8""""), cooked","Lamb, Veal and Game",271,0.0,27.116,14.208,0,
2691,Lamb,"Lamb, Canadian, composite cuts, lean, cooked","Lamb, Veal and Game",206,0.0,28.991999999999997,9.862,0,
2692,Lamb,"Lamb, Canadian, composite cuts, lean, raw","Lamb, Veal and Game",134,0.0,21.635,3.2430000000000003,0,
2693,Lamb,"Lamb, Canadian, fat, cooked","Lamb, Veal and Game",608,0.0,5.9879999999999995,64.925,0,
2694,Lamb,"Lamb, Canadian, fat, raw","Lamb, Veal and Game",665,0.0,5.7,61.8,0,
2695,Lamb,"Lamb, Canadian, foreshank, lean and fat, 3mm (1/8"""") trim, cooked","Lamb, Veal and Game",233,0.0,28.837,12.652000000000001,0,
2696,Lamb,"Lamb, Canadian, foreshank, lean and fat, 3mm trim (1/8''), raw","Lamb, Veal and Game",153,0.0,21.048000000000002,7.285,0,
2697,Lamb,"Lamb, Canadian, foreshank, lean, cooked","Lamb, Veal and Game",195,0.0,30.906,7.921,0,
2698,Lamb,"Lamb, Canadian, foreshank, lean, raw","Lamb, Veal and Game",111,0.0,22.436999999999998,2.351,0,
2699,Lamb,"Lamb, Canadian, ground, cooked","Lamb, Veal and Game",221,0.0,27.114,12.523,0,
2700,Lamb,"Lamb, Canadian, ground, raw","Lamb, Veal and Game",204,0.0,17.057000000000002,14.122,0,
2701,Lamb,"Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8"""") trim, cooked","Lamb, Veal and Game",230,0.0,28.173000000000002,12.662,0,
2702,Lamb,"Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",147,0.0,20.737,6.608,0,
2703,Lamb,"Lamb, Canadian, leg, whole, lean, cooked","Lamb, Veal and Game",200,0.0,29.774,8.96,0,
2704,Lamb,"Lamb, Canadian, leg, whole, lean, raw","Lamb, Veal and Game",113,0.0,21.802,2.699,0,
2705,Lamb,"Lamb, Canadian, loin, lean and fat, 3mm (1/8"""") trim, cooked","Lamb, Veal and Game",272,0.0,27.066999999999997,17.416,0,
2706,Lamb,"Lamb, Canadian, loin, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",194,0.0,20.027,11.921,0,
2707,Lamb,"Lamb, Canadian, loin, lean, cooked","Lamb, Veal and Game",206,0.0,30.71,9.193999999999999,0,
2708,Lamb,"Lamb, Canadian, loin, lean, raw","Lamb, Veal and Game",120,0.0,22.506999999999998,3.2889999999999997,0,
2709,Lamb,"Lamb, Canadian, rib, lean and fat, 3mm (1/8"""") trim, cooked","Lamb, Veal and Game",309,0.0,26.737,21.565,0,
2710,Lamb,"Lamb, Canadian, rib, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",218,0.0,19.338,14.640999999999998,0,
2711,Lamb,"Lamb, Canadian, rib, lean, cooked","Lamb, Veal and Game",234,0.0,31.250999999999998,12.130999999999998,0,
2712,Lamb,"Lamb, Canadian, rib, lean, raw","Lamb, Veal and Game",129,0.0,22.304000000000002,4.381,0,
2713,Lamb,"Lamb, Canadian, shoulder, whole , lean and fat, 3mm (1/8"""") trim,  cooked","Lamb, Veal and Game",225,0.0,25.788,13.264000000000001,0,
2714,Lamb,"Lamb, Canadian, shoulder, whole, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",140,0.0,20.16,6.216,0,
2715,Lamb,"Lamb, Canadian, shoulder, whole, lean, cooked","Lamb, Veal and Game",205,0.0,26.68,10.936,0,
2716,Lamb,"Lamb, Canadian, shoulder, whole, lean, raw","Lamb, Veal and Game",118,0.0,20.811999999999998,3.7110000000000003,0,
2717,Lamb,"Lamb, cubed for stew or kabob, lean braised","Lamb, Veal and Game",223,0.0,33.69,8.8,0,
2718,Lamb,"Lamb, cubed for stew or kabob, lean, broiled","Lamb, Veal and Game",186,0.0,28.08,7.33,0,
2719,Lamb,"Lamb, cubed for stew or kabob, lean, raw","Lamb, Veal and Game",134,0.0,20.21,5.28,0,
2720,Lamb,"Lamb, heart, braised","Lamb, Veal and Game",185,1.93,24.97,7.91,0,
2721,Lamb,"Lamb, heart, raw","Lamb, Veal and Game",122,0.21,16.47,5.68,0,
2722,Lamb,"Lamb, kidney, braised","Lamb, Veal and Game",137,0.99,23.65,3.62,0,
2723,Lamb,"Lamb, kidney, raw","Lamb, Veal and Game",97,0.82,15.74,2.95,0,
2724,Lamb,"Lamb, liver, braised","Lamb, Veal and Game",220,2.53,30.57,8.81,0,
2725,Lamb,"Lamb, liver, pan-fried","Lamb, Veal and Game",238,3.78,25.53,12.65,0,
2726,Lamb,"Lamb, liver, raw","Lamb, Veal and Game",139,1.78,20.38,5.02,0,
2727,Lamb,"Lamb, lungs, braised","Lamb, Veal and Game",113,0.0,19.88,3.1,0,
2728,Lamb,"Lamb, lungs, raw","Lamb, Veal and Game",95,0.0,16.7,2.6,0,
2729,Lamb,"Lamb, mechanically separated, raw","Lamb, Veal and Game",276,0.0,14.97,23.54,0,
2730,Lamb,"Lamb, New Zealand, composite cuts, fat, cooked","Lamb, Veal and Game",586,0.0,9.72,60.39,0,
2731,Lamb,"Lamb, New Zealand, composite cuts, fat, raw","Lamb, Veal and Game",640,0.0,6.92,67.63,0,
2732,Lamb,"Lamb, New Zealand, composite cuts, lean and fat, 6mm (1/4"""") trim, cooked","Lamb, Veal and Game",305,0.0,24.42,22.26,0,
2733,Lamb,"Lamb, New Zealand, composite cuts, lean and fat, 6mm (1/4"""") trim, raw","Lamb, Veal and Game",277,0.0,16.74,22.74,0,
2734,Lamb,"Lamb, New Zealand, composite cuts, lean, cooked","Lamb, Veal and Game",206,0.0,29.59,8.86,0,
2735,Lamb,"Lamb, New Zealand, composite cuts, lean, raw","Lamb, Veal and Game",128,0.0,20.75,4.41,0,
2736,Lamb,"Lamb, New Zealand, foreshank, lean and fat, 6mm (1/4"""") trim, braised","Lamb, Veal and Game",256,0.03,30.35,14.99,0,
2737,Lamb,"Lamb, New Zealand, foreshank, lean and fat, 6mm (1/4"""") trim, raw","Lamb, Veal and Game",183,0.09,20.09,11.38,0,
2738,Lamb,"Lamb, New Zealand, foreshank, lean, braised","Lamb, Veal and Game",209,0.0,33.31,8.4,0,
2739,Lamb,"Lamb, New Zealand, foreshank, lean, raw","Lamb, Veal and Game",122,0.0,22.05,3.77,0,
2740,Lamb,"Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8"""") trim, cooked","Lamb, Veal and Game",270,0.0,25.26,17.98,0,
2741,Lamb,"Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",232,0.0,17.95,17.2,0,
2742,Lamb,"Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8"""") trim, braised","Lamb, Veal and Game",258,0.0,26.97,15.83,0,
2743,Lamb,"Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",223,0.0,18.04,16.15,0,
2744,Lamb,"Lamb, New Zealand, frozen, leg, chop / steak, lean and fat, raw","Lamb, Veal and Game",206,0.13,18.64,14.52,0,
2745,Lamb,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",201,0.0,18.76,13.37,0,
2746,Lamb,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"""") trim, roasted","Lamb, Veal and Game",234,0.0,25.34,13.95,0,
2747,Lamb,"Lamb, New Zealand, frozen, leg, whole, lean and fat, braised","Lamb, Veal and Game",246,0.0,24.81,15.56,0,
2748,Lamb,"Lamb, New Zealand, frozen, leg, whole, lean, roasted","Lamb, Veal and Game",181,0.0,27.68,7.01,0,
2749,Lamb,"Lamb, New Zealand, frozen, loin chop, lean and fat, broiled","Lamb, Veal and Game",315,0.0,23.43,23.88,0,
2750,Lamb,"Lamb, New Zealand, frozen, loin chop, lean and fat, raw","Lamb, Veal and Game",298,0.22,15.4,26.19,0,
2751,Lamb,"Lamb, New Zealand, frozen, loin chop, lean, broiled","Lamb, Veal and Game",199,0.0,29.31,8.24,0,
2752,Lamb,"Lamb, New Zealand, frozen, loin chop, lean, raw","Lamb, Veal and Game",142,0.0,19.98,6.88,0,
2753,Lamb,"Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8"""") trim, broiled","Lamb, Veal and Game",296,0.0,24.41,21.28,0,
2754,Lamb,"Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",273,0.0,17.18,22.1,0,
2755,Lamb,"Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",311,0.0,15.87,27.0,0,
2756,Lamb,"Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8"""") trim, roasted","Lamb, Veal and Game",317,0.0,19.86,25.74,0,
2757,Lamb,"Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8"""") trim, braised","Lamb, Veal and Game",342,0.0,29.43,24.03,0,
2758,Lamb,"Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8"""") trim, raw","Lamb, Veal and Game",251,0.0,17.19,19.74,0,
2759,Lamb,"Lamb, New Zealand, leg, chop / steak, lean, fast fried","Lamb, Veal and Game",162,0.0,26.31,6.35,0,
2760,Lamb,"Lamb, New Zealand, leg, chop / steak, lean, raw","Lamb, Veal and Game",126,0.0,21.1,4.64,0,
2761,Lamb,"Lamb, New Zealand, rack - partly frenched, lean and fat, fast roasted","Lamb, Veal and Game",253,0.04,22.06,18.29,0,
2762,Lamb,"Lamb, New Zealand, rack - partly frenched, lean and fat, raw","Lamb, Veal and Game",240,0.13,18.12,18.52,0,
2763,Lamb,"Lamb, New Zealand, rib, lean, raw","Lamb, Veal and Game",160,0.0,20.65,8.61,0,
2764,Lamb,"Lamb, New Zealand, rib, lean, roasted","Lamb, Veal and Game",193,0.0,24.43,10.63,0,
2765,Lamb,"Lamb, New Zealand, shoulder, whole, lean and fat, 6mm (1/4"""") trim, braised","Lamb, Veal and Game",357,0.0,28.21,26.27,0,
2766,Lamb,"Lamb, New Zealand, shoulder, whole, lean and fat, 6mm (1/4"""") trim, raw","Lamb, Veal and Game",272,0.24,16.16,22.89,0,
2767,Lamb,"Lamb, New Zealand, shoulder, whole, lean braised","Lamb, Veal and Game",285,0.0,34.06,15.5,0,
2768,Lamb,"Lamb, New Zealand, shoulder, whole, lean, raw","Lamb, Veal and Game",154,0.0,19.72,8.3,0,
2769,Lamb,"Lamb, New Zealand, tenderloin, lean and fat, fast fried","Lamb, Veal and Game",157,0.0,27.87,5.0,0,
2770,Lamb,"Lamb, New Zealand, tenderloin, lean and fat, raw","Lamb, Veal and Game",120,0.01,20.43,4.22,0,
2771,Lamb,"Lamb, New Zealand, tenderloin, lean, fast fried","Lamb, Veal and Game",155,0.0,27.94,4.81,0,
2772,Lamb,"Lamb, New Zealand, tenderloin, lean, raw","Lamb, Veal and Game",116,0.0,20.53,3.81,0,
2773,Lamb,"Lamb, pancreas, braised","Lamb, Veal and Game",234,0.0,22.83,15.12,0,
2774,Lamb,"Lamb, pancreas, raw","Lamb, Veal and Game",152,0.0,14.84,9.82,0,
2775,Lamb,"Lamb, spleen, braised","Lamb, Veal and Game",156,0.0,26.46,4.77,0,
2776,Lamb,"Lamb, spleen, raw","Lamb, Veal and Game",101,0.0,17.2,3.1,0,
2777,Lamb,"Lamb, tongue, braised","Lamb, Veal and Game",275,0.0,21.57,20.28,0,
2778,Lamb,"Lamb, tongue, raw","Lamb, Veal and Game",222,0.0,15.7,17.17,0,
2779,Stew or soup,"Stew or soup, caribou","Lamb, Veal and Game",41,4.8,3.8,0.7,1,53.0
2780,Stew,"Stew, moose","Lamb, Veal and Game",55,6.0,6.6,0.5,0,
2781,Veal,"Veal, brain, braised","Lamb, Veal and Game",136,0.0,11.48,9.63,0,
2782,Veal,"Veal, brain, pan-fried","Lamb, Veal and Game",213,0.0,14.48,16.75,0,
2783,Veal,"Veal, brain, raw","Lamb, Veal and Game",118,0.0,10.32,8.21,0,
2784,Veal,"Veal, composite cuts, fat, cooked","Lamb, Veal and Game",642,0.0,9.42,66.74,0,
2785,Veal,"Veal, composite cuts, fat, raw","Lamb, Veal and Game",638,0.0,6.02,67.83,0,
2786,Veal,"Veal, composite cuts, lean and fat, cooked","Lamb, Veal and Game",231,0.0,30.1,11.39,0,
2787,Veal,"Veal, composite cuts, lean and fat, raw","Lamb, Veal and Game",144,0.0,19.35,6.77,0,
2788,Veal,"Veal, composite cuts, lean, cooked","Lamb, Veal and Game",196,0.0,31.9,6.58,0,
2789,Veal,"Veal, composite cuts, lean, raw","Lamb, Veal and Game",112,0.0,20.2,2.87,0,
2790,Veal,"Veal, cubed for stew (leg and shoulder), lean, braised","Lamb, Veal and Game",188,0.0,34.94,4.31,0,
2791,Veal,"Veal, cubed for stew (leg and shoulder), lean, raw","Lamb, Veal and Game",109,0.0,20.27,2.5,0,
2792,Veal,"Veal, foreshank, osso buco, lean and fat, braised","Lamb, Veal and Game",182,0.11,27.94,7.77,0,
2793,Veal,"Veal, foreshank, osso buco, lean, braised","Lamb, Veal and Game",157,0.0,29.12,4.51,0,
2794,Veal,"Veal, grain-fed, cutlets (inside rop round), pan-fried","Lamb, Veal and Game",181,0.0,36.088,2.799,0,
2795,Veal,"Veal, grain-fed, cutlets (inside top round), braised","Lamb, Veal and Game",196,0.0,38.28,3.58,0,
2796,Veal,"Veal, grain-fed, cutlets (inside top round), raw","Lamb, Veal and Game",105,0.0,22.326,1.033,0,
2797,Veal,"Veal, grain-fed, loin chop, lean and fat, braised","Lamb, Veal and Game",180,0.0,33.6,4.04,0,
2798,Veal,"Veal, grain-fed, loin chop, lean and fat, raw","Lamb, Veal and Game",125,0.0,20.67,4.04,0,
2799,Veal,"Veal, grain-fed, loin chop, lean, braised","Lamb, Veal and Game",187,0.0,33.23,5.0,0,
2800,Veal,"Veal, grain-fed, loin chop, lean, raw","Lamb, Veal and Game",105,0.0,21.49,1.5,0,
2801,Veal,"Veal, grain-fed, rib chop, lean and fat, broiled","Lamb, Veal and Game",267,0.0,24.514,17.969,0,
2802,Veal,"Veal, grain-fed, rib chop, lean and fat, raw","Lamb, Veal and Game",231,0.0,19.147000000000002,16.519000000000002,0,
2803,Veal,"Veal, grain-fed, rib chop, lean, broiled","Lamb, Veal and Game",187,0.0,30.406,6.327000000000001,0,
2804,Veal,"Veal, grain-fed, rib chop, lean, raw","Lamb, Veal and Game",110,0.0,22.7,1.26,0,
2805,Veal,"Veal, grain-fed, shoulder, blade steak, lean and fat, braised","Lamb, Veal and Game",269,0.0,30.063000000000002,15.625,0,
2806,Veal,"Veal, grain-fed, shoulder, blade steak, lean and fat, raw","Lamb, Veal and Game",151,0.0,20.387,7.075,0,
2807,Veal,"Veal, grain-fed, shoulder, blade steak, lean, braised","Lamb, Veal and Game",191,0.0,34.333,4.939,0,
2808,Veal,"Veal, grain-fed, shoulder, blade steak, lean, raw","Lamb, Veal and Game",109,0.0,21.461,1.886,0,
2809,Veal,"Veal, grain-fed, shoulder, shank, lean and fat, braised","Lamb, Veal and Game",161,0.0,32.06,2.63,0,
2810,Veal,"Veal, grain-fed, shoulder, shank, lean and fat, raw","Lamb, Veal and Game",104,0.0,20.35,1.94,0,
2811,Veal,"Veal, grain-fed, shoulder, shank, lean, braised","Lamb, Veal and Game",163,0.0,32.77,2.64,0,
2812,Veal,"Veal, grain-fed, shoulder, shank, lean, raw","Lamb, Veal and Game",94,0.0,19.2,1.35,0,
2813,Veal,"Veal, grain-fed, shoulder, whole, lean and fat, raw","Lamb, Veal and Game",132,0.0,21.465999999999998,4.434,0,
2814,Veal,"Veal, grain-fed, shoulder, whole, lean and fat, roasted","Lamb, Veal and Game",189,0.0,30.276999999999997,6.353,0,
2815,Veal,"Veal, grain-fed, shoulder, whole, lean, raw","Lamb, Veal and Game",111,0.0,22.125999999999998,1.801,0,
2816,Veal,"Veal, grain-fed, shoulder, whole, lean, roasted","Lamb, Veal and Game",170,0.0,31.296,3.76,0,
2817,Veal,"Veal, ground, broiled","Lamb, Veal and Game",172,0.0,24.38,7.56,0,
2818,Veal,"Veal, ground, pan-fried","Lamb, Veal and Game",215,1.51,25.83,11.78,0,
2819,Veal,"Veal, ground, raw","Lamb, Veal and Game",197,0.0,18.58,13.06,0,
2820,Veal,"Veal, heart, braised","Lamb, Veal and Game",186,0.13,29.12,6.75,0,
2821,Veal,"Veal, heart, raw","Lamb, Veal and Game",110,0.08,17.18,3.98,0,
2822,Veal,"Veal, kidney, braised","Lamb, Veal and Game",163,0.0,26.32,5.66,0,
2823,Veal,"Veal, kidney, raw","Lamb, Veal and Game",99,0.85,15.76,3.12,0,
2824,Veal,"Veal, leg (round), lean and fat, braised","Lamb, Veal and Game",211,0.0,36.16,6.33,0,
2825,Veal,"Veal, leg (round), lean and fat, pan-fried, breaded","Lamb, Veal and Game",238,9.91,27.29,9.18,0,
2826,Veal,"Veal, leg (round), lean and fat, pan-fried, not breaded","Lamb, Veal and Game",211,0.0,31.75,8.35,0,
2827,Veal,"Veal, leg (round), lean and fat, raw","Lamb, Veal and Game",117,0.0,20.98,3.08,0,
2828,Veal,"Veal, leg (round), lean and fat, roasted","Lamb, Veal and Game",160,0.0,27.7,4.65,0,
2829,Veal,"Veal, leg (round), lean, braised","Lamb, Veal and Game",203,0.0,36.71,5.09,0,
2830,Veal,"Veal, leg (round), lean, pan-fried, breaded","Lamb, Veal and Game",216,9.84,28.41,6.27,0,
2831,Veal,"Veal, leg (round), lean, pan-fried, not breaded","Lamb, Veal and Game",183,0.0,33.17,4.62,0,
2832,Veal,"Veal, leg (round), lean, roasted","Lamb, Veal and Game",150,0.0,28.07,3.39,0,
2833,Veal,"Veal, liver, braised","Lamb, Veal and Game",192,3.77,28.42,6.26,0,
2834,Veal,"Veal, liver, pan-fried","Lamb, Veal and Game",193,4.47,27.37,6.51,0,
2835,Veal,"Veal, liver, raw","Lamb, Veal and Game",140,2.91,19.93,4.85,0,
2836,Veal,"Veal, loin, lean and fat, braised","Lamb, Veal and Game",284,0.0,30.19,17.21,0,
2837,Veal,"Veal, loin, lean and fat, raw","Lamb, Veal and Game",177,0.07,20.07,10.07,0,
2838,Veal,"Veal, loin, lean and fat, roasted","Lamb, Veal and Game",217,0.0,24.8,12.32,0,
2839,Veal,"Veal, loin, lean, braised","Lamb, Veal and Game",226,0.0,33.57,9.15,0,
2840,Veal,"Veal, loin, lean, raw","Lamb, Veal and Game",114,0.0,21.85,2.9,0,
2841,Veal,"Veal, loin, lean, roasted","Lamb, Veal and Game",175,0.0,26.32,6.94,0,
2842,Veal,"Veal, lungs, braised","Lamb, Veal and Game",104,0.0,18.74,2.64,0,
2843,Veal,"Veal, lungs, raw","Lamb, Veal and Game",90,0.0,16.3,2.3,0,
2844,Veal,"Veal, milk-fed, cutlets (inside top round), pan-fried","Lamb, Veal and Game",189,0.0,36.929,3.239,0,
2845,Veal,"Veal, milk-fed, cutlets (inside top round), raw","Lamb, Veal and Game",94,0.0,20.721,0.594,0,
2846,Veal,"Veal, milk-fed, rib chop, lean and fat, broiled","Lamb, Veal and Game",260,0.0,25.193,16.986,0,
2847,Veal,"Veal, milk-fed, rib chop, lean and fat, raw","Lamb, Veal and Game",237,0.0,16.872,18.221,0,
2848,Veal,"Veal, milk-fed, rib chop, lean, broiled","Lamb, Veal and Game",184,0.0,28.861,6.699,0,
2849,Veal,"Veal, milk-fed, rib chop, lean, raw","Lamb, Veal and Game",113,0.0,20.361,2.8480000000000003,0,
2850,Veal,"Veal, milk-fed, shoulder, blade steak, lean and fat, braised","Lamb, Veal and Game",249,0.0,29.96,13.392999999999999,0,
2851,Veal,"Veal, milk-fed, shoulder, blade steak, lean and fat, raw","Lamb, Veal and Game",160,0.0,18.797,8.849,0,
2852,Veal,"Veal, milk-fed, shoulder, blade steak, lean, braised","Lamb, Veal and Game",195,0.0,33.149,5.8260000000000005,0,
2853,Veal,"Veal, milk-fed, shoulder, blade steak, lean, raw","Lamb, Veal and Game",104,0.0,20.156,1.9140000000000001,0,
2854,Veal,"Veal, milk-fed, shoulder, whole, lean and fat, raw","Lamb, Veal and Game",115,0.0,19.519000000000002,3.571,0,
2855,Veal,"Veal, milk-fed, shoulder, whole, lean and fat, roasted","Lamb, Veal and Game",179,0.0,27.733,6.41,0,
2856,Veal,"Veal, milk-fed, shoulder, whole, lean, raw","Lamb, Veal and Game",96,0.0,20.02,1.22,0,
2857,Veal,"Veal, milk-fed, shoulder, whole, lean, roasted","Lamb, Veal and Game",154,0.0,28.93,3.045,0,
2858,Veal,"Veal, pancreas, braised","Lamb, Veal and Game",256,0.0,29.1,14.6,0,
2859,Veal,"Veal, pancreas, raw","Lamb, Veal and Game",182,0.0,15.0,13.1,0,
2860,Veal,"Veal, rib, lean and fat, braised","Lamb, Veal and Game",251,0.0,32.43,12.53,0,
2861,Veal,"Veal, rib, lean and fat, roasted","Lamb, Veal and Game",228,0.0,23.96,13.96,0,
2862,Veal,"Veal, rib, lean, braised","Lamb, Veal and Game",218,0.0,34.44,7.81,0,
2863,Veal,"Veal, rib, lean, roasted","Lamb, Veal and Game",177,0.0,25.76,7.44,0,
2864,Veal,"Veal, shoulder, blade, lean and fat, braised","Lamb, Veal and Game",225,0.0,31.26,10.09,0,
2865,Veal,"Veal, shoulder, blade, lean and fat, raw","Lamb, Veal and Game",148,0.03,18.72,7.61,0,
2866,Veal,"Veal, shoulder, blade, lean and fat, roasted","Lamb, Veal and Game",186,0.0,25.15,8.67,0,
2867,Veal,"Veal, shoulder, blade, lean, braised","Lamb, Veal and Game",198,0.0,32.66,6.48,0,
2868,Veal,"Veal, shoulder, blade, lean, raw","Lamb, Veal and Game",110,0.0,19.6,2.88,0,
2869,Veal,"Veal, shoulder, blade, lean, roasted","Lamb, Veal and Game",171,0.0,25.64,6.88,0,
2870,Veal,"Veal, shoulder, shank, lean and fat, braised","Lamb, Veal and Game",236,0.0,33.63,10.24,0,
2871,Veal,"Veal, shoulder, shank, lean and fat, raw","Lamb, Veal and Game",132,0.0,19.34,5.44,0,
2872,Veal,"Veal, shoulder, shank, lean and fat, roasted","Lamb, Veal and Game",183,0.0,25.46,8.25,0,
2873,Veal,"Veal, shoulder, shank, lean, braised","Lamb, Veal and Game",201,0.0,35.73,5.33,0,
2874,Veal,"Veal, shoulder, shank, lean, raw","Lamb, Veal and Game",105,0.0,20.04,2.16,0,
2875,Veal,"Veal, shoulder, shank, lean, roasted","Lamb, Veal and Game",164,0.0,26.13,5.81,0,
2876,Veal,"Veal, shoulder, whole, lean and fat, braised","Lamb, Veal and Game",228,0.0,32.06,10.14,0,
2877,Veal,"Veal, shoulder, whole, lean, braised","Lamb, Veal and Game",199,0.0,33.68,6.1,0,
2878,Veal,"Veal, sirloin, lean and fat, braised","Lamb, Veal and Game",252,0.0,31.26,13.14,0,
2879,Veal,"Veal, sirloin, lean and fat, raw","Lamb, Veal and Game",152,0.0,19.07,7.81,0,
2880,Veal,"Veal, sirloin, lean and fat, roasted","Lamb, Veal and Game",202,0.0,25.14,10.45,0,
2881,Veal,"Veal, sirloin, lean, braised","Lamb, Veal and Game",204,0.0,33.96,6.51,0,
2882,Veal,"Veal, sirloin, lean, raw","Lamb, Veal and Game",110,0.0,20.2,2.59,0,
2883,Veal,"Veal, sirloin, lean, roasted","Lamb, Veal and Game",168,0.0,26.32,6.22,0,
